row_key,name,family,width_cm,height_cm,qty,current_price,current_source,engine_name,engine_price,binding_rule,target_price,target_source,delta_current_pct,delta_target_pct,flag,notes
הדפסת אלבומים דיגיטלי 30/60 סמ 10 דפים 20 עמודים,הדפסת אלבומים דיגיטלי 30/60 ס''מ 10 דפים 20 עמודים,דפים,60,30,1,520,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על מגנט 60/30,הדפסה על מגנט 60/30,מגנטים,60,30,1,120,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על קנבס 30/60,הדפסה על קנבס 30/60,קנבס,60,30,1,120,senzey_price,size_ladder,120,מחיר עוגן,,,0,,,
הדפסת על קנבס 50/40,הדפסת על קנבס 50/40,קנבס,50,40,1,140,senzey_price,size_ladder,140,מחיר עוגן,,,0,,,
הדפסה על שלט PVC 50/40,הדפסה על שלט PVC 50/40,שלטי PVC,50,40,1,65,senzey_price,size_ladder,60,עקומת המשפחה,,,-7.7,,REVIEW,
הדפסת תמונות על זכוכית בעיצוב אישי 40/60,הדפסת תמונות על זכוכית בעיצוב אישי 40/60,זכוכית,60,40,1,250,senzey_price,size_ladder,305,עקומת המשפחה,,,22,,REVIEW,
הדפסה על פוליגל 40/60 סמ,"הדפסה על פוליגל 40/60 ס""מ",פוליגל,60,40,1,57,senzey_price,size_ladder,57,מחיר עוגן,,,0,,,
הדפסה על קאפה 40/60,הדפסה על קאפה 40/60,קאפה,60,40,1,98,senzey_price,sheet_yield,60,לפי עלות,,,-38.8,,REVIEW,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על קנבס 40/60,הדפסה על קנבס 40/60,קנבס,60,40,1,143,senzey_price,size_ladder,145,עקומת המשפחה,,,1.4,,,
שלט PVC בגודל שלט חדר מדרגות 40/60,שלט PVC בגודל שלט חדר מדרגות 40/60,שלטי PVC,60,40,1,70,senzey_price,size_ladder,70,מחיר עוגן,,,0,,,
הדפסה על שמשונית 60/40 סמ,"הדפסה על שמשונית 60/40 ס""מ",שמשונית,60,40,1,70,senzey_price,per_m2,70,מחיר עוגן,65,מינימום עד 1 מ״ר,0,7.7,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על שלט 10 יחי PVC 60/40,הדפסה על שלט 10 יחי PVC 60/40,שלטי PVC,60,40,10,560,senzey_price,size_ladder,700,מחיר עוגן,,,25,,REVIEW,
הדפסה על קאפה 50/50,הדפסה על קאפה 50/50,קאפה,50,50,1,98,senzey_price,sheet_yield,60,לפי עלות,,,-38.8,,REVIEW,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על קנבס 50/50,הדפסה על קנבס 50/50,קנבס,50,50,1,144,senzey_price,size_ladder,150,עקומת המשפחה,,,4.2,,REVIEW,
שלט PVC בגודל שלט חדר מדרגות 50/50,שלט PVC בגודל שלט חדר מדרגות 50/50,שלטי PVC,50,50,1,80,senzey_price,size_ladder,80,מחיר עוגן,,,0,,,
הדפסה על קנבס 30/90,הדפסה על קנבס 30/90,קנבס,90,30,1,151,senzey_price,size_ladder,151,מחיר עוגן,,,0,,,
הדפסה על קנבס 45/60,הדפסה על קנבס 45/60,קנבס,60,45,1,151,senzey_price,size_ladder,150,עקומת המשפחה,,,-0.7,,,
הדפסה על שלט PVC 30/90,הדפסה על שלט PVC 30/90,שלטי PVC,90,30,1,90,senzey_price,size_ladder,90,מחיר עוגן,90,סולם מאושר,0,0,,
פוליל 120/24,פוליל 120*24,אחר,120,24,1,35,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על פוליגל 40/80 סמ,"הדפסה על פוליגל 40/80 ס""מ",פוליגל,80,40,1,60,senzey_price,size_ladder,60,מחיר עוגן,,,0,,,
הדפסה על קנבס 40/80,הדפסה על קנבס 40/80,קנבס,80,40,1,155,senzey_price,size_ladder,155,עקומת המשפחה,,,0,,,
הדפסה על לוקובונד 50/70,הדפסה על לוקובונד 50/70,הדפסה על לוקובונד,70,50,1,140,senzey_price,,,,,,,,NO_ENGINE,
הדפסת תמונות על זכוכית בעיצוב אישי 50/70,הדפסת תמונות על זכוכית בעיצוב אישי 50/70,זכוכית,70,50,1,310,senzey_price,size_ladder,395,עקומת המשפחה,,,27.4,,REVIEW,
הדפסת מדבקות בעיצוב אישי עם הלוגו שלכם 70/50 סמ,הדפסת מדבקות בעיצוב אישי עם הלוגו שלכם 70/50 ס''מ,מדבקות,70,50,1,100,senzey_price,anchor_curve,,,,,,,NO_QUOTE,
הדפסה על קאפה 50/70,הדפסה על קאפה 50/70,קאפה,70,50,1,109,senzey_price,sheet_yield,60,לפי עלות,,,-45,,REVIEW,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על קנבס 50/70,הדפסה על קנבס 50/70,קנבס,70,50,1,155,senzey_price,size_ladder,155,מחיר עוגן,,,0,,,
שלט PVC בגודל שלט חדר מדרגות50/70,שלט PVC בגודל שלט חדר מדרגות50/70,שלטי PVC,70,50,1,100,senzey_price,size_ladder,100,מחיר עוגן,,,0,,,
הדפסה על שמשונית 50/70 סמ,"הדפסה על שמשונית 50/70 ס""מ",שמשונית,70,50,1,75,senzey_price,per_m2,65,מינימום חבילה,,,-13.3,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על קאפה 60/60,הדפסה על קאפה 60/60,קאפה,60,60,1,121,senzey_price,sheet_yield,60,לפי עלות,,,-50.4,,REVIEW,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על קנבס 30/120,הדפסה על קנבס 30/120,קנבס,120,30,1,180,senzey_price,size_ladder,180,מחיר עוגן,,,0,,,
הדפסה על קנבס 45/80,הדפסה על קנבס 45/80,קנבס,80,45,1,157,senzey_price,size_ladder,180,עקומת המשפחה,,,14.6,,REVIEW,
הדפסה על קנבס 60/60,הדפסה על קנבס 60/60,קנבס,60,60,1,179,senzey_price,size_ladder,180,עקומת המשפחה,,,0.6,,,
הדפסה על פוליגל 50/80 סמ,"הדפסה על פוליגל 50/80 ס""מ",פוליגל,80,50,1,64,senzey_price,size_ladder,64,מחיר עוגן,,,0,,,
הדפסה על קנבס 50/80,הדפסה על קנבס 50/80,קנבס,80,50,1,160,senzey_price,size_ladder,165,עקומת המשפחה,,,3.1,,REVIEW,
הדפסת שלט PVC 100/40,הדפסת שלט PVC 100/40,שלטי PVC,100,40,1,115,senzey_price,size_ladder,115,מחיר עוגן,,,0,,,
"קלפים קטנים 300 גרם דו צדדי מידות: 65/ 65 mm, 300g paper, Bleed - 1.5 mm","קלפים קטנים 300 גרם דו צדדי מידות: 65x 65 mm, 300g paper, Bleed - 1.5 mm",דפים,65,65,1,58,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על לוקובונד 60/80,הדפסה על לוקובונד 60/80,הדפסה על לוקובונד,80,60,1,170,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על לוקובונד 80/60,הדפסה על לוקובונד 80/60,הדפסה על לוקובונד,80,60,1,170,senzey_price,,,,,,,,NO_ENGINE,
הדפסת מדבקות בעיצוב אישי עם הלוגו שלכם 80/60 סמ,הדפסת מדבקות בעיצוב אישי עם הלוגו שלכם 80/60 ס''מ,מדבקות,80,60,1,105,senzey_price,anchor_curve,,,,,,,NO_QUOTE,
הדפסה על פוליגל 120/40 סמ,"הדפסה על פוליגל 120/40 ס""מ",פוליגל,120,40,1,65,senzey_price,size_ladder,65,מחיר עוגן,,,0,,,
הדפסה על פוליגל 60/80 סמ,"הדפסה על פוליגל 60/80 ס""מ",פוליגל,80,60,1,62,senzey_price,size_ladder,62,מחיר עוגן,,,0,,,
הדפסה על קאפה 60/80,הדפסה על קאפה 60/80,קאפה,80,60,1,125,senzey_price,sheet_yield,60,לפי עלות,,,-52,,REVIEW,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על קנבס 40/120,הדפסה על קנבס 40/120,קנבס,120,40,1,200,senzey_price,size_ladder,205,עקומת המשפחה,,,2.5,,,
הדפסה על קנבס 60/80,הדפסה על קנבס 60/80,קנבס,80,60,1,185,senzey_price,size_ladder,185,עקומת המשפחה,,,0,,,
הדפסה על פוליגל 70/70 סמ,"הדפסה על פוליגל 70/70 ס""מ",פוליגל,70,70,1,60,senzey_price,size_ladder,60,מחיר עוגן,,,0,,,
הדפסה על קאפה 70/70,הדפסה על קאפה 70/70,קאפה,70,70,1,144,senzey_price,sheet_yield,144,מחיר עוגן,,,0,,,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על קנבס 70/70,הדפסה על קנבס 70/70,קנבס,70,70,1,185,senzey_price,size_ladder,190,עקומת המשפחה,,,2.7,,,
הדפסה על קאפה 100/50,הדפסה על קאפה 100/50,קאפה,100,50,1,147,senzey_price,sheet_yield,147,מחיר עוגן,,,0,,,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על קנבס 50/100,הדפסה על קנבס 50/100,קנבס,100,50,1,205,senzey_price,size_ladder,190,עקומת המשפחה,,,-7.3,,REVIEW,
שלט PVC בגודל שלט חדר מדרגות 50/100,שלט PVC בגודל שלט חדר מדרגות 50/100,שלטי PVC,100,50,1,145,senzey_price,size_ladder,145,מחיר עוגן,,,0,,,
הדפסה על שמשונית 50/100 סמ,"הדפסה על שמשונית 50/100 ס""מ",שמשונית,100,50,1,80,senzey_price,per_m2,65,מינימום חבילה,,,-18.7,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על לוקובונד 90/60,הדפסה על לוקובונד 90/60,הדפסה על לוקובונד,90,60,1,290,senzey_price,,,,,,,,NO_ENGINE,
הדפסת תמונות על זכוכית בעיצוב אישי 60/90,הדפסת תמונות על זכוכית בעיצוב אישי 60/90,זכוכית,90,60,1,390,senzey_price,size_ladder,545,עקומת המשפחה,,,39.7,,REVIEW,
הדפסה על קאפה 60/90,הדפסה על קאפה 60/90,קאפה,90,60,1,153,senzey_price,sheet_yield,60,לפי עלות,,,-60.8,,REVIEW,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על קנבס 60/90,הדפסה על קנבס 60/90,קנבס,90,60,1,204,senzey_price,size_ladder,205,עקומת המשפחה,,,0.5,,,
שלט PVC בגודל שלט חדר מדרגות 60/90,שלט PVC בגודל שלט חדר מדרגות 60/90,שלטי PVC,90,60,1,150,senzey_price,size_ladder,150,מחיר עוגן,,,0,,,
הדפסה על לוקובונד 100/60,הדפסה על לוקובונד 100/60,הדפסה על לוקובונד,100,60,1,250,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על קנבס 40/160,הדפסה על קנבס 40/160,קנבס,160,40,1,256,senzey_price,size_ladder,250,עקומת המשפחה,,,-2.3,,,
הדפסה על קנבס 80/80,הדפסה על קנבס 80/80,קנבס,80,80,1,205,senzey_price,size_ladder,230,עקומת המשפחה,,,12.2,,REVIEW,
הדפסה על שמשונית 130/50 סמ,"הדפסה על שמשונית 130/50 ס""מ",שמשונית,130,50,1,85,senzey_price,per_m2,65,מינימום חבילה,,,-23.5,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על קנבס 110/60,הדפסה על קנבס 110/60,קנבס,110,60,1,210,senzey_price,size_ladder,235,עקומת המשפחה,,,11.9,,REVIEW,
הדפסה על שמשונית 90/75 סמ,"הדפסה על שמשונית 90/75 ס""מ",שמשונית,90,75,1,85,senzey_price,per_m2,65,מינימום חבילה,,,-23.5,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסת תמונות על זכוכית בעיצוב אישי 100/70,הדפסת תמונות על זכוכית בעיצוב אישי 100/70,זכוכית,100,70,1,800,senzey_price,size_ladder,675,מחיר עוגן,675,יעד מאושר (מ-₪800),-15.6,0,REVIEW,
חמור 100/70,חמור 100/70,מתקני תצוגה,100,70,1,650,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על קאפה 70/100,הדפסה על קאפה 70/100,קאפה,100,70,1,176,senzey_price,sheet_yield,85,לפי עלות,,,-51.7,,REVIEW,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על קנבס 70/100,הדפסה על קנבס 70/100,קנבס,100,70,1,215,senzey_price,size_ladder,245,מחיר עוגן,245,איחוד 100/70+70/100,14,0,REVIEW,
עמדת תצוגה דו צדדית | שלט חמור 100/70,עמדת תצוגה דו צדדית | שלט חמור 100/70,רול אפ,100,70,1,650,senzey_price,,,,,,,,NO_ENGINE,
שלט PVC בגודל שלט חדר מדרגות 70/100,שלט PVC בגודל שלט חדר מדרגות 70/100,שלטי PVC,100,70,1,155,senzey_price,size_ladder,155,מחיר עוגן,,,0,,,
הדפסה על שמשונית 140/50 סמ,"הדפסה על שמשונית 140/50 ס""מ",שמשונית,140,50,1,85,senzey_price,per_m2,65,מינימום חבילה,,,-23.5,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על שמשונית 70/100 סמ,"הדפסה על שמשונית 70/100 ס""מ",שמשונית,100,70,1,85,senzey_price,per_m2,65,מינימום חבילה,,,-23.5,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על קאפה 60/120,הדפסה על קאפה 60/120,קאפה,120,60,1,179,senzey_price,sheet_yield,85,לפי עלות,,,-52.5,,REVIEW,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על קנבס 60/120,הדפסה על קנבס 60/120,קנבס,120,60,1,225,senzey_price,size_ladder,240,עקומת המשפחה,,,6.7,,REVIEW,
שלט PVC בגודל שלט חדר מדרגות 60/120,שלט PVC בגודל שלט חדר מדרגות 60/120,שלטי PVC,120,60,1,170,senzey_price,size_ladder,160,עקומת המשפחה,,,-5.9,,REVIEW,
הדפסה על קנבס 50/150,הדפסה על קנבס 50/150,קנבס,150,50,1,235,senzey_price,size_ladder,260,עקומת המשפחה,,,10.6,,REVIEW,
הדפסה על קנבס 75/100,הדפסה על קנבס 75/100,קנבס,100,75,1,220,senzey_price,size_ladder,245,מחיר עוגן,,,11.4,,REVIEW,
הדפסה על שמשונית 150/50 סמ,"הדפסה על שמשונית 150/50 ס""מ",שמשונית,150,50,1,85,senzey_price,per_m2,65,מינימום חבילה,,,-23.5,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על קאפה 70/110,הדפסה על קאפה 70/110,קאפה,110,70,1,187,senzey_price,sheet_yield,85,לפי עלות,,,-54.5,,REVIEW,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על קנבס 70/110,הדפסה על קנבס 70/110,קנבס,110,70,1,230,senzey_price,size_ladder,245,מחיר עוגן,,,6.5,,REVIEW,
הדפסה על קאפה 130/60,הדפסה על קאפה 130/60,קאפה,130,60,1,190,senzey_price,sheet_yield,190,מחיר עוגן,,,0,,,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על שמשונית 72/110 סמ,"הדפסה על שמשונית 72/110 ס""מ",שמשונית,110,72,1,85,senzey_price,per_m2,67,עקומת המשפחה,,,-21.2,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על לוקובונד 100/80,הדפסה על לוקובונד 100/80,הדפסה על לוקובונד,100,80,1,232,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על פוליגל 100/80 סמ,"הדפסה על פוליגל 100/80 ס""מ",פוליגל,100,80,1,65,senzey_price,size_ladder,65,מחיר עוגן,,,0,,,
הדפסה על שמשונית 100/80 סמ,"הדפסה על שמשונית 100/80 ס""מ",שמשונית,100,80,1,85,senzey_price,per_m2,68,עקומת המשפחה,,,-20,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על שמשונית 200/40 סמ,"הדפסה על שמשונית 200/40 ס""מ",שמשונית,200,40,1,110,senzey_price,per_m2,68,עקומת המשפחה,,,-38.2,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על קאפה 90/90,הדפסה על קאפה 90/90,קאפה,90,90,1,191,senzey_price,sheet_yield,85,לפי עלות,,,-55.5,,REVIEW,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על קנבס 90/90,הדפסה על קנבס 90/90,קנבס,90,90,1,225,senzey_price,size_ladder,230,מחיר עוגן,230,העלאה מאושרת,2.2,0,,
הדפסה על שמשונית 90/90 סמ,"הדפסה על שמשונית 90/90 ס""מ",שמשונית,90,90,1,85,senzey_price,per_m2,69,עקומת המשפחה,,,-18.8,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על שמשונית 180/50 סמ,"הדפסה על שמשונית 180/50 ס""מ",שמשונית,180,50,1,120,senzey_price,per_m2,77,עקומת המשפחה,,,-35.8,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסת תמונות על זכוכית בעיצוב אישי 120/80,הדפסת תמונות על זכוכית בעיצוב אישי 120/80,זכוכית,120,80,1,850,senzey_price,size_ladder,1035,מחיר עוגן,1035,שיא השוק — נשמר,21.8,0,REVIEW,
הדפסת מדבקות בעיצוב אישי עם הלוגו שלכם 120/80 סמ,הדפסת מדבקות בעיצוב אישי עם הלוגו שלכם 120/80 ס''מ,מדבקות,120,80,1,120,senzey_price,anchor_curve,,,,,,,NO_QUOTE,
הדפסה על פוליגל 120/80 סמ,"הדפסה על פוליגל 120X80 ס""מ",פוליגל,120,80,1,70,senzey_price,size_ladder,70,מחיר עוגן,85,סולם מאושר (ביטול ₪70),0,-17.6,REVIEW,
הדפסה על קאפה 80/120,הדפסה על קאפה 80/120,קאפה,120,80,1,201,senzey_price,sheet_yield,85,לפי עלות,,,-57.7,,REVIEW,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על קנבס 80/120,הדפסה על קנבס 80/120,קנבס,120,80,1,240,senzey_price,size_ladder,240,מחיר עוגן,,,0,,,
עמדת תצוגה דו צדדית | שלט חמור 160/60,עמדת תצוגה דו צדדית | שלט חמור 160/60,רול אפ,160,60,1,850,senzey_price,,,,,,,,NO_ENGINE,
שלט PVC בגודל שלט חדר מדרגות 80/120,שלט PVC בגודל שלט חדר מדרגות 80/120,שלטי PVC,120,80,1,200,senzey_price,size_ladder,200,מחיר עוגן,,,0,,,
הדפסה על שמשונית 120/80 סמ,"הדפס﻿ה על שמשונית 120/80 ס""מ",שמשונית,120,80,1,90,senzey_price,per_m2,90,מחיר עוגן,90,נקודה מאושרת,0,0,,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על פוליגל 120/80 סמ 10 יח,"הדפסה על פוליגל 120X80 ס""מ 10 יח",פוליגל,120,80,10,470,senzey_price,size_ladder,470,מדרגת כמות,,,0,,,
הדפסה על שמשונית 120/80 10 ח,הדפסה על שמשונית 120/80 10 'ח,שמשונית,120,80,10,470,senzey_price,per_m2,470,מדרגת כמות,470,חבילת 10 — נשמר,0,0,,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על קאפה 70/140,הדפסה על קאפה 70/140,קאפה,140,70,1,236,senzey_price,sheet_yield,85,לפי עלות,,,-64,,REVIEW,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על קנבס 70/140,הדפסה על קנבס 70/140,קנבס,140,70,1,281,senzey_price,size_ladder,281,מחיר עוגן,281,איחוד 140/70↔70/140,0,0,,
הדפסה על שלט PVC 70/140,הדפסה על שלט PVC 70/140,שלטי PVC,140,70,1,200,senzey_price,size_ladder,200,מחיר עוגן,,,0,,,
הדפסה על לוקובונד 100/100,הדפסה על לוקובונד 100/100,הדפסה על לוקובונד,100,100,1,250,senzey_price,,,,,,,,NO_ENGINE,
הדפסת מדבקות בעיצוב אישי עם הלוגו שלכם 100/100 סמ,הדפסת מדבקות בעיצוב אישי עם הלוגו שלכם 100/100 ס''מ,מדבקות,100,100,1,120,senzey_price,anchor_curve,,,,,,,NO_QUOTE,
הדפסה על קנבס 100/100,הדפסה על קנבס 100/100,קנבס,100,100,1,310,senzey_price,size_ladder,280,עקומת המשפחה,,,-9.7,,REVIEW,
הדפסה על שמשונית 100/100 סמ,"הדפסה על שמשונית 100/100 ס""מ",שמשונית,100,100,1,95,senzey_price,per_m2,85,עקומת המשפחה,,,-10.5,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על שמשונית 200/50 סמ,"הדפסה על שמשונית 200/50 ס""מ",שמשונית,200,50,1,120,senzey_price,per_m2,85,עקומת המשפחה,,,-29.2,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על לוקובונד 120/90,הדפסה על לוקובונד 120/90,הדפסה על לוקובונד,120,90,1,290,senzey_price,,,,,,,,NO_ENGINE,
הדפסה על קאפה 60/180,הדפסה על קאפה 60/180,קאפה,180,60,1,262,senzey_price,sheet_yield,85,לפי עלות,,,-67.6,,REVIEW,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
הדפסה על קנבס 60/180,הדפסה על קנבס 60/180,קנבס,180,60,1,425,senzey_price,size_ladder,365,מחיר עוגן,,,-14.1,,REVIEW,
הדפסה על קנבס 90/120,הדפסה על קנבס 90/120,קנבס,120,90,1,261,senzey_price,size_ladder,280,מחיר עוגן,,,7.3,,REVIEW,
הדפסה על שמשונית 120/90 סמ,"הדפסה על שמשונית 120/90 ס""מ",שמשונית,120,90,1,100,senzey_price,per_m2,92,עקומת המשפחה,,,-8,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על שמשונית 60/180 סמ,"הדפסה על שמשונית 60/180 ס""מ",שמשונית,180,60,1,100,senzey_price,per_m2,92,עקומת המשפחה,,,-8,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על שמשונית 170/64 סמ,"הדפסה על שמשונית 170/64 ס""מ",שמשונית,170,64,1,110,senzey_price,per_m2,92,עקומת המשפחה,,,-16.4,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על שמשונית 170/70 סמ,"הדפסה על שמשונית 170/70 ס""מ",שמשונית,170,70,1,110,senzey_price,per_m2,100,עקומת המשפחה,,,-9.1,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על שמשונית 120/100,הדפסה על שמשונית 120/100,שמשונית,120,100,1,80,senzey_price,per_m2,105,מחיר עוגן,105,נקודה מאושרת,31.3,0,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על שמשונית 120/100 סמ,"הדפסה על שמשונית 120/100 ס""מ",שמשונית,120,100,1,105,senzey_price,per_m2,105,מחיר עוגן,105,נקודה מאושרת,0,0,,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על שמשונית 150/80 סמ,"הדפסה על שמשונית 150/80 ס""מ",שמשונית,150,80,1,105,senzey_price,per_m2,100,עקומת המשפחה,,,-4.8,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על שמשונית 70/174 סמ,הדפסה על שמשונית 70/174 ס״מ,שמשונית,174,70,1,120,senzey_price,per_m2,105,עקומת המשפחה,,,-12.5,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על שמשונית 125/100 סמ,"הדפסה על שמשונית 125/100 ס""מ",שמשונית,125,100,1,110,senzey_price,per_m2,105,עקומת המשפחה,,,-4.5,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על שמשונית 250/50 סמ,"הדפסה על שמשונית 250/50 ס""מ",שמשונית,250,50,1,140,senzey_price,per_m2,105,עקומת המשפחה,,,-25,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על שמשונית 140/90 סמ,"הדפסה על שמשונית 140/90 ס""מ",שמשונית,140,90,1,110,senzey_price,per_m2,105,עקומת המשפחה,,,-4.5,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על שמשונית 180/70 סמ,"הדפסה על שמשונית 180/70 ס""מ",שמשונית,180,70,1,110,senzey_price,per_m2,105,עקומת המשפחה,,,-4.5,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על שמשונית 210/60 סמ,"הדפסה על שמשונית 210/60 ס""מ",שמשונית,210,60,1,120,senzey_price,per_m2,105,עקומת המשפחה,,,-12.5,,REVIEW,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על שמשונית 120/110 סמ,"הדפסה על שמשונית 120/110 ס""מ",שמשונית,120,110,1,110,senzey_price,per_m2,110,עקומת המשפחה,,,0,,,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על שמשונית 150/90 סמ,"הדפסה על שמשונית 150/90 ס""מ",שמשונית,150,90,1,115,senzey_price,per_m2,115,עקומת המשפחה,,,0,,,תעריף מיקור חוץ — לא הוגדר אם כולל מע״מ (TODO)
הדפסה על קאפה 120/120,הדפסה על קאפה 120/120,קאפה,120,120,1,262,senzey_price,sheet_yield,85,לפי עלות,,,-67.6,,REVIEW,קאפה: מחירי מדרגות תפוקה (יח׳ בגיליון) טרם אומתו מול הלקוח (TODO) · טבלת תפוקה חסרה — המחיר מחושב מעלות חומר × מקדם בלבד (TODO)
